FullName,LastWriteTime
C:\Users\abele\Desktop\zene\_trap\_usa random\IDK - MUSIC VIDEOS\Poison Tree.mp3,2026. 01. 31. 12:10:27
C:\Users\abele\Desktop\zene\_trap\_usa random\IDK - MUSIC VIDEOS\this house is not the same.mp3,2026. 01. 31. 12:09:42
C:\Users\abele\Desktop\zene\_trap\_usa random\IDK - MUSIC VIDEOS\SLOW DANCING IN THE DARK.mp3,2026. 01. 31. 12:09:25
C:\Users\abele\Desktop\zene\_trap\_usa random\IDK - MUSIC VIDEOS\Fade Into You.mp3,2026. 01. 31. 12:09:04
C:\Users\abele\Desktop\zene\_trap\_usa random\IDK - MUSIC VIDEOS\Beanie.mp3,2026. 01. 31. 12:08:47
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\Abba - Lay all your love on me - 0riginal Video.mp3,2026. 01. 29. 0:47:20
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Fernando (Lyrics) ♪.mp3,2026. 01. 29. 0:47:12
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\Slipping Through My Fingers.mp3,2026. 01. 29. 0:47:01
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Waterloo (Official Lyric Video).mp3,2026. 01. 29. 0:46:42
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Voulez-Vous (Lyric Video).mp3,2026. 01. 29. 0:46:41
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - SOS (Official Lyric Video).mp3,2026. 01. 29. 0:46:37
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - The Winner Takes It All (Official Lyric Video).mp3,2026. 01. 29. 0:46:22
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Dancing Queen (Official Lyric Video).mp3,2026. 01. 29. 0:46:13
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Money Money Money (Official Lyric Video).mp3,2026. 01. 29. 0:46:07
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Mamma Mia (Official Lyric Video).mp3,2026. 01. 29. 0:45:58
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Felicidad (Video).mp3,2026. 01. 29. 0:45:40
"C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - I Do, I Do, I Do, I Do, I Do.mp3",2026. 01. 29. 0:44:37
C:\Users\abele\Desktop\zene\_other\_pop\_oldschool_pop\Abba Songs Playlist  Abba Greatest Hits\ABBA - Gimme! Gimme! Gimme! (A Man After Midnight).mp3,2026. 01. 29. 0:42:57
C:\Users\abele\Desktop\zene\_rap\luisiana\Lil_ Wayne\Lil Wayne 'The Carter VI' Album\Lil Wayne - Written History (Visualizer).mp3,2026. 01. 29. 0:27:24
C:\Users\abele\Desktop\zene\_rap\luisiana\Lil_ Wayne\Lil Wayne 'The Carter VI' Album\Lil Wayne - Flex Up.mp3,2026. 01. 29. 0:26:23
C:\Users\abele\Desktop\zene\_rap\luisiana\Lil_ Wayne\Lil Wayne - No Ceilings 3 B Side (Full Mixtape)\Lil Wayne - Tyler Herro feat. Big Sean   No Ceilings 3 B Side (Official Audio).mp3,2026. 01. 29. 0:23:02
C:\Users\abele\Desktop\zene\_other\_rock\_random\3 Doors Down PlayList\3 Doors Down - Another 700 Miles - it's not me ( Live).mp3,2026. 01. 26. 1:00:19
C:\Users\abele\Desktop\zene\_other\_rock\_random\3 Doors Down PlayList\3 Doors Down - Landing In London (All I Think About Is You) (Official Music Video).mp3,2026. 01. 26. 0:57:07
C:\Users\abele\Desktop\zene\_other\_rock\_random\3 Doors Down PlayList\3 Doors Down - Here Without You (Official Music Video).mp3,2026. 01. 26. 0:56:57
C:\Users\abele\Desktop\zene\_trap\chicago\Juice Wrld\Juice WRLD unreleased songs\Juice WRLD - Losin My Composure (Unreleased)[prod. dfk].mp3,2026. 01. 22. 10:32:31
C:\Users\abele\Desktop\zene\_trap\chicago\Juice Wrld\Juice WRLD unreleased songs\Juice WRLD - On The Run (feat. Gunna) (Unreleased) (Lyrics).mp3,2026. 01. 22. 10:31:20
C:\Users\abele\Desktop\zene\_trap\chicago\Juice Wrld\Juice WRLD unreleased songs\Juice WRLD - Never Understand Me ft. XXXTENTACION (Remix) Prod By Xvny x SpaceCore.mp3,2026. 01. 22. 10:30:50
C:\Users\abele\Desktop\zene\_trap\chicago\Juice Wrld\Juice WRLD unreleased songs\Juice WRLD - Keep Save (Unreleased)[prod. dfk].mp3,2026. 01. 22. 10:30:48
C:\Users\abele\Desktop\zene\_trap\chicago\Juice Wrld\Juice WRLD unreleased songs\Juice WRLD - Quiet (Music Video).mp3,2026. 01. 22. 10:28:47
C:\Users\abele\Desktop\zene\_trap\chicago\Juice Wrld\Juice WRLD unreleased songs\Juice WRLD - Real One.mp3,2026. 01. 22. 10:28:35
C:\Users\abele\Desktop\zene\_other\_magyar\_cigany\Gitano   Hivatalos videoklipek\GITANO - Kicsi ház (Official Music Video).mp3,2026. 01. 18. 16:24:59
C:\Users\abele\Desktop\zene\_other\_alternate\Snow Strippers\Snow Strippers- Anthems (official video).mp3,2026. 01. 11. 14:32:02
C:\Users\abele\Desktop\zene\_other\_alternate\Snow Strippers\Snow Strippers- Keep Holding On (Official Video).mp3,2026. 01. 11. 14:31:56
C:\Users\abele\Desktop\zene\_other\_alternate\Snow Strippers\Live in Texas.mp3,2026. 01. 11. 14:30:51
C:\Users\abele\Desktop\zene\_rap\new york\G-Unit\50cent\50 Cent (2005) - The Massacre + DVD Bonus\50 Cent  -  Ski Mask Way (Explicit).mp3,2025. 12. 25. 17:49:27
C:\Users\abele\Desktop\zene\_trap\california\_random\EBK JAYBOO\EBK Jaaybo - Dirty Draks Freestyle [Official Music Video].mp3,2025. 12. 25. 17:17:29
C:\Users\abele\Desktop\zene\_trap\california\_random\EBK JAYBOO\Im On Shit.mp3,2025. 12. 25. 17:16:31
C:\Users\abele\Desktop\zene\_trap\california\_random\EBK jaaybo playlist\EBK Jaaybo - Give That Chain Up (Official Visualizer).mp3,2025. 12. 25. 16:54:12
C:\Users\abele\Desktop\zene\_trap\california\_random\EBK jaaybo playlist\@EBKPig  x EBK Jaaybo    Gzzz  (Official Music Video).mp3,2025. 12. 25. 16:52:24
C:\Users\abele\Desktop\zene\_trap\dc\Shy Glizzy Essentials\shy glizzy mix\Shy Glizzy - Prey For Me (Official Music Video).mp3,2025. 12. 18. 14:27:16
C:\Users\abele\Desktop\zene\_trap\dc\Shy Glizzy Essentials\shy glizzy mix\Shy Glizzy - MMY Freestyle [Official Video].mp3,2025. 12. 18. 14:26:27
C:\Users\abele\Desktop\zene\_trap\dc\Shy Glizzy Essentials\shy glizzy mix\Shy Glizzy - Borderline (feat. EST Gee) [Official Video].mp3,2025. 12. 18. 14:25:53
C:\Users\abele\Desktop\zene\_trap\dc\Shy Glizzy Essentials\shy glizzy I WAS ACTUALLY BEING HUMBLE\Shy Glizzy -  Free Car  (Visualizer).mp3,2025. 12. 18. 14:23:05
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa X DJ Charlie B - Glitch (Official  Music Video).mp3,2025. 12. 16. 19:45:18
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa - BackOutsideBoyz (Remix).mp3,2025. 12. 16. 19:45:06
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa - Minimum Wage (Official Video).mp3,2025. 12. 16. 19:44:58
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa - 50 Wass Bars (Official Music Video).mp3,2025. 12. 16. 19:44:57
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa - Me & You (Official Visualizer).mp3,2025. 12. 16. 19:44:11
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa - Kawhi (Official Audio).mp3,2025. 12. 16. 19:44:07
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa & Bay Swag - Plenty Choppers (Official Visualizer).mp3,2025. 12. 16. 19:43:52
C:\Users\abele\Desktop\zene\_trap\toronto\Pressa\Pressa - 5K for the Draco (Official Visualizer).mp3,2025. 12. 16. 19:43:41
"C:\Users\abele\Desktop\zene\_rap\new york\FABOLOUS\FABOLOUS-SOUL TAPES 1,2,&3\Fabolous - Cuffin Season (Soul Tape 3).mp3",2025. 12. 12. 14:55:18
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\Enchulao.mp3,2025. 12. 07. 20:18:15
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\Santorini.mp3,2025. 12. 07. 20:17:36
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\i miss you.mp3,2025. 12. 07. 20:16:47
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\Angelito - beele.mp3,2025. 12. 07. 20:15:35
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\bye.mp3,2025. 12. 07. 20:15:12
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\Sech Ft Beéle Tus Labios (Letra Lyrics).mp3,2025. 12. 07. 20:15:07
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\OHNANA.mp3,2025. 12. 07. 20:15:00
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\morena.mp3,2025. 12. 07. 20:14:13
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\borondo.mp3,2025. 12. 07. 20:14:11
C:\Users\abele\Desktop\zene\_other\_latino\Beéle\no tiene sentido.mp3,2025. 12. 07. 20:14:06
"C:\Users\abele\Desktop\zene\_other\_latino\_random\Stendhal\Ozuna, Beéle - Liberal (Visualizer).mp3",2025. 12. 07. 20:11:49
"C:\Users\abele\Desktop\zene\_other\_latino\_random\Stendhal\Ozuna, Beéle, Ovy On The Drums - Enemigos (Video Oficial).mp3",2025. 12. 07. 20:11:38
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Baila Baila Baila.mp3,2025. 12. 07. 20:11:32
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Balenciaga.mp3,2025. 12. 07. 20:11:26
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Carita de Angel.mp3,2025. 12. 07. 20:10:56
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Ozuna - En La Intimidad (Video Oficial).mp3,2025. 12. 07. 20:09:38
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Tu Olor.mp3,2025. 12. 07. 20:09:28
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Ozuna - Te Vas (Video Oficial).mp3,2025. 12. 07. 20:09:15
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Ibiza.mp3,2025. 12. 07. 20:08:36
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Se Preparó.mp3,2025. 12. 07. 20:08:31
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Vaina Loca.mp3,2025. 12. 07. 20:08:19
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Tú Foto.mp3,2025. 12. 07. 20:08:13
C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Este Loko.mp3,2025. 12. 07. 20:06:06
"C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\FloyyMenor, Anitta, Ozuna - GATA ONLY REMIX (Audio Oficial).mp3",2025. 12. 07. 20:04:09
"C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial).mp3",2025. 12. 07. 20:04:02
"C:\Users\abele\Desktop\zene\_other\_latino\Ozuna - Videos Oficiales\Casper, Nio García, Darell, Nicky Jam, Bad Bunny, Ozuna - Te Bote Remix (Video Oficial).mp3",2025. 12. 07. 20:02:42
C:\Users\abele\Desktop\zene\_magyar trap\Manuel\Manuel - Nosztalgia (Official Music Video).mp3,2025. 12. 04. 19:43:05
C:\Users\abele\Desktop\zene\_magyar trap\Manuel\Manuel - Demo (Official Music Visualizer).mp3,2025. 12. 04. 19:43:02
"C:\Users\abele\Desktop\zene\_other\_african music\Amaarae - SAD GIRLZ LUV MONEY (Remix) ft. Kali Uchis, Moliy.mp3",2025. 11. 24. 12:28:18
C:\Users\abele\Desktop\zene\_other\_african music\Ayra Starr - Hot Body.mp3,2025. 11. 24. 12:27:40
C:\Users\abele\Desktop\zene\_other\_african music\Jorja Smith - Be Honest (feat. Burna Boy).mp3,2025. 11. 24. 12:27:21
C:\Users\abele\Desktop\zene\_other\_african music\MONALISA  - LOJAY X SARZ X CHRIS BROWN.mp3,2025. 11. 24. 12:26:49
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\1994 - Scarface - The Diary\06 Scarface - I Seen A Man Die.mp3,2025. 11. 23. 18:59:05
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\1998 - Scarface - My Homies 2CD\08 - Fuck Faces.mp3,2025. 11. 23. 18:58:55
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\11 Scarface - Problems (Feat. Trae).mp3,2025. 11. 23. 18:58:50
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\10 Scarface - Twinkle Twinkle (Feat. Trilltown Mafia).mp3,2025. 11. 23. 18:58:48
"C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\CD 1\13 Southern Nigga (Mr. Lee, Rell, 8-Ball, E-Rock, Lil' Keke & Slim Thug).mp3",2025. 11. 23. 18:58:47
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\1993 - Scarface - The World Is Yours\12 Now I Feel Ya.mp3,2025. 11. 23. 18:58:46
"C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\05 Scarface - Pimp Hard (Feat. uvenile, Petey Pablo & Pimp C).mp3",2025. 11. 23. 18:58:45
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2002 - Scarface - The Fix\08 Scarface - In Between Us (Feat. NaS).mp3,2025. 11. 23. 18:58:44
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\04 Scarface - Never Snitch (Original).mp3,2025. 11. 23. 18:58:38
"C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\06 Scarface - Deez Bitches (Feat. Devin the Dude, Dolla Boy & Lil' Ron).mp3",2025. 11. 23. 18:58:32
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\CD 1\05 Street Lights (Yung Redd & Lil' Ron).mp3,2025. 11. 23. 18:58:31
"C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\03 Scarface - What It Do (Feat. Bun B, E-Rock & Yukmouth).mp3",2025. 11. 23. 18:58:29
"C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\02 Scarface - Too Much (Feat. Criminal Manne, Lil' Flip & MJG).mp3",2025. 11. 23. 18:58:28
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\Bonus CD @VBR\07 Scarface - Crazy (Feat. Dolla Boy & Mike Jones).mp3,2025. 11. 23. 18:58:20
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\1998 - Scarface - My Homies 2CD\06 - Homies & Thugs - Remix.mp3,2025. 11. 23. 18:58:20
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\CD 1\07 Gotta Get Paid.mp3,2025. 11. 23. 18:58:17
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\2006 - Scarface - My Homies Part 2 2CD\CD 1\10 Always (Spaide R.I.P.P.E.R).mp3,2025. 11. 23. 18:58:14
C:\Users\abele\Desktop\zene\_rap\texas\Geto Boys\1998 - Scarface - My Homies 2CD\13 - Overnight.mp3,2025. 11. 23. 18:58:13
